2020-09-19 00:00:18.688 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-09-19 00:00:49.070 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 00:00:49.070 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 00:00:49.071 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 00:00:49.201 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 00:00:49.201 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1423 ms
2020-09-19 00:00:50.150 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 00:00:50.171 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 00:00:50.200 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 00:00:50.216 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 3.08 seconds (JVM running for 4.305)
2020-09-19 00:00:50.410 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-09-19 00:00:50.410 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-09-19 00:00:50.415 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2020-09-19 00:00:50.426 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 00:00:50.426 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:null
2020-09-19 00:00:50.441 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization为空，未登录
2020-09-19 00:34:36.453 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2020-09-19 00:34:36.485 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 21452 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 00:34:36.485 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 00:34:36.551 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2020-09-19 00:34:36.552 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2020-09-19 00:34:37.915 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 00:34:37.925 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 00:34:37.926 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 00:34:37.926 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 00:34:38.053 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 00:34:38.054 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1502 ms
2020-09-19 00:34:38.944 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 00:34:38.964 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 00:34:38.984 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 00:34:38.997 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 3.015 seconds (JVM running for 4.545)
2020-09-19 00:45:25.238 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 21452 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 00:45:25.238 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 00:45:25.704 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 00:45:25.705 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 00:45:25.705 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 00:45:25.705 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 00:45:25.746 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 00:45:25.746 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 503 ms
2020-09-19 00:45:25.987 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 00:45:25.997 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 00:45:26.002 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 00:45:26.005 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.851 seconds (JVM running for 651.554)
2020-09-19 00:45:26.006 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 00:45:26.830 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-09-19 00:45:26.831 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-09-19 00:45:26.841 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 9 ms
2020-09-19 00:45:26.854 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 00:45:26.854 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:null
2020-09-19 00:45:26.854 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization为空，未登录
2020-09-19 00:46:59.761 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 21452 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 00:46:59.762 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 00:47:00.183 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 00:47:00.184 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 00:47:00.184 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 00:47:00.184 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 00:47:00.209 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 00:47:00.209 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 442 ms
2020-09-19 00:47:00.382 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 00:47:00.390 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 00:47:00.395 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 00:47:00.398 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.714 seconds (JVM running for 745.946)
2020-09-19 00:47:00.399 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 00:58:41.991 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-09-19 00:58:41.992 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-09-19 00:58:42.002 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2020-09-19 00:58:42.028 [http-nio-8080-exec-1] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：login，在该方法执行之前执行====
2020-09-19 00:58:42.192 [http-nio-8080-exec-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-09-19 00:58:42.333 [http-nio-8080-exec-1] INFO  org.chatroom.crdemo.controller.UserController - 812594603@163.com用户登陆成功
2020-09-19 00:58:54.745 [http-nio-8080-exec-2] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 00:58:54.746 [http-nio-8080-exec-2] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzdW5saWFuZyIsInBhc3N3b3JkIjoic3VubGlhbmciLCJleHAiOjE2MDA1MzQ3MjIsImlhdCI6MTYwMDQ0ODMyMiwianRpIjoiZmRkZWJkZjktMjg5ZS00ZjgwLWEzZWItYjExNGE4ZWViZjgyIiwidXNlcm5hbWUiOiJzdW5saWFuZyJ9.2NJuAqaadEuiksfSaE5RB5sIXfqyk1cs7nNFpx2fAs0
2020-09-19 00:58:54.820 [http-nio-8080-exec-2] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authentication正确。用户是sunliang
2020-09-19 01:09:11.090 [http-nio-8080-exec-4] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 01:09:11.091 [http-nio-8080-exec-4] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzdW5saWFuZyIsInBhc3N3b3JkIjoic3VubGlhbmciLCJleHAiOjE2MDA1MzQ3MjIsImlhdCI6MTYwMDQ0ODMyMiwianRpIjoiZmRkZWJkZjktMjg5ZS00ZjgwLWEzZWItYjExNGE4ZWViZjgyIiwidXNlcm5hbWUiOiJzdW5saWFuZyJ9.2NJuAqaadEuiksfSaE5RB5sIXfqyk1cs7nNFpx2fAs
2020-09-19 01:09:11.122 [http-nio-8080-exec-4] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：error，在该方法执行之前执行====
2020-09-19 01:09:11.122 [http-nio-8080-exec-4] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzdW5saWFuZyIsInBhc3N3b3JkIjoic3VubGlhbmciLCJleHAiOjE2MDA1MzQ3MjIsImlhdCI6MTYwMDQ0ODMyMiwianRpIjoiZmRkZWJkZjktMjg5ZS00ZjgwLWEzZWItYjExNGE4ZWViZjgyIiwidXNlcm5hbWUiOiJzdW5saWFuZyJ9.2NJuAqaadEuiksfSaE5RB5sIXfqyk1cs7nNFpx2fAs
2020-09-19 01:09:18.696 [http-nio-8080-exec-5] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - ====拦截到了方法：hi，在该方法执行之前执行====
2020-09-19 01:09:18.697 [http-nio-8080-exec-5] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authorization:eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJzdW5saWFuZyIsInBhc3N3b3JkIjoic3VubGlhbmciLCJleHAiOjE2MDA1MzQ3MjIsImlhdCI6MTYwMDQ0ODMyMiwianRpIjoiZmRkZWJkZjktMjg5ZS00ZjgwLWEzZWItYjExNGE4ZWViZjgyIiwidXNlcm5hbWUiOiJzdW5saWFuZyJ9.2NJuAqaadEuiksfSaE5RB5sIXfqyk1cs7nNFpx2fAs0
2020-09-19 01:09:18.702 [http-nio-8080-exec-5] INFO  o.c.crdemo.interceptor.AuthenticationInterceptor - Authentication正确。用户是sunliang
2020-09-19 01:17:05.915 [Thread-25] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-09-19 01:17:06.149 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 21452 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:17:06.149 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:17:06.477 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:17:06.477 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:17:06.477 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:17:06.477 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:17:06.505 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:17:06.505 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 353 ms
2020-09-19 01:17:06.677 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:17:06.686 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:17:06.689 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:17:06.692 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.607 seconds (JVM running for 2552.24)
2020-09-19 01:17:06.693 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:18:35.983 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 21452 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:18:35.983 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:18:36.415 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:18:36.416 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:18:36.416 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:18:36.416 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:18:36.447 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:18:36.447 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 460 ms
2020-09-19 01:18:36.640 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:18:36.652 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:18:36.655 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:18:36.658 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.761 seconds (JVM running for 2642.206)
2020-09-19 01:18:36.660 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:18:55.416 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 21452 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:18:55.417 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:18:55.779 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:18:55.780 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:18:55.780 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:18:55.780 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:18:55.814 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:18:55.815 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 395 ms
2020-09-19 01:18:55.988 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:18:55.995 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:18:55.998 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:18:56.001 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.649 seconds (JVM running for 2661.549)
2020-09-19 01:18:56.002 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:20:08.764 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 21452 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:20:08.765 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:20:09.059 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:20:09.059 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:20:09.059 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:20:09.060 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:20:09.085 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:20:09.085 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 317 ms
2020-09-19 01:20:09.225 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:20:09.232 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-09-19 01:20:09.235 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-09-19 01:20:09.238 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Started CrdemoApplication in 0.54 seconds (JVM running for 2734.786)
2020-09-19 01:20:09.239 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2020-09-19 01:20:52.890 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - Starting CrdemoApplication on DESKTOP-UQQALD5 with PID 21452 (C:\Users\V\IdeaProjects\crdemo\target\classes started by V in C:\Users\V\IdeaProjects\crdemo)
2020-09-19 01:20:52.890 [restartedMain] INFO  org.chatroom.crdemo.CrdemoApplication - No active profile set, falling back to default profiles: default
2020-09-19 01:20:53.322 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2020-09-19 01:20:53.323 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2020-09-19 01:20:53.323 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-09-19 01:20:53.323 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
2020-09-19 01:20:53.352 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-09-19 01:20:53.352 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 457 ms
2020-09-19 01:20:53.509 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2020-09-19 01:20:53.518 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
